flowsheet_name,measure_name,freq,known,label
Pain,PAINAD Score,4,1,0
Intensive Cardiac Rehab Follow Up / Discharge,Intervention,4,1,0
Infant/NICU Assessment,Anemia,4,1,0
Intensive Cardiac Rehab Follow Up / Discharge,SPO2,4,1,0
Infant/NICU Assessment,Constipation Precipitating Factors,4,1,0
Quantitative Blood Loss Calculator - Cesarean,Cloth Bed Pads Blood Loss (mL),4,1,0
Infant/NICU Assessment,Incontinence,4,1,0
Quantitative Blood Loss Calculator - Cesarean,Cloth Bed Pads Wet Weight (g),4,1,0
NB Vitals,Pct Wt Change,4,1,0
Quantitative Blood Loss Calculator - Cesarean,Floor Drapes Wet Weight (g),4,1,0
Intensive Cardiac Rehab Follow Up / Discharge,Mode - Other,4,1,0
Complex Assessment,VAD Device Settings - Misc,4,1,0
Intensive Cardiac Rehab Follow Up / Discharge,Maximum Heart Rate,4,1,0
Pain Assessment,Therapeutic Modalities 5,4,1,0
Palpation/Neuro/Reflexes,Babinski,4,1,0
PT Treatment,Kinetron Comments,4,1,0
Infant/NICU Assessment,Objects/Skin,4,1,0
OB TECH Labor/PP,Bladder US Volume,4,1,0
Intensive Cardiac Rehab Follow Up / Discharge,Exercise - Education Reviewed - Other,4,1,0
OB TECH Labor/PP,Bowel Accident Status,4,1,0
RIS Lines/Drains/Airways,Pressure Applied (min),4,1,0
Pain Assessment,Pain/Agitation - Behavior State,4,1,0
Intensive Cardiac Rehab Follow Up / Discharge,Education provided,4,1,0
Pain Assessment,Pain Radiating Towards 5,4,1,0
Intensive Cardiac Rehab Follow Up / Discharge,Distance Walked (feet),4,1,0
Expressive Language,Semantic categories:,4,1,0
Infant/NICU Assessment,Albumin,4,1,0
Infant/NICU Assessment,Air Leak,4,1,0
Amb Complex Vitals Nav,Pain Frequency 2,4,1,0
Palpation/Neuro/Reflexes,Flexor digitorum profundus,4,1,0
Arrival Documentation,NG/OG tube status,4,1,0
Postpartum,Total dose (past 12 hrs),4,1,0
Imlygic Lesion Documentation,Lesion Size in cm,4,1,0
Attention / Executive Functioning,     Inhibition vs. Color Naming,4,1,0
Data,Volume (mL) Norepinephrine,4,1,0
Attention / Executive Functioning,     Inhibition – Total Errors,4,1,0
Toxicity Assessment,Infusion Related Reaction,4,1,0
Intensive Cardiac Rehab Reassessment,Fall reduction exercise,4,1,0
Intensive Cardiac Rehab Reassessment,Education provided,4,1,0
Palpation/Neuro/Reflexes,Flexor digitorum superficialis,4,1,0
Intensive Cardiac Rehab Reassessment,Additional written education given,4,1,0
Data,Split Syringe #2 Site (TAK-079),4,1,0
TPE,Drainage Description,4,1,0
Data,Split Syringe #1 Site (TAK-079),4,1,0
BMT Infusion,Weight,4,1,0
Intensive Cardiac Rehab Initial Assessment,Patient Education - Other,4,1,0
Pre-Procedure / Pre-Sedation Assessment,Access Status (Retired 3/22),4,1,0
Express Testing,Line Necessity Reason Reviewed With Care Team,4,1,0
NB Vitals,Weight,4,1,0
Express Testing,Lumen #1 Port Interventions(Retired use Lumen #1 Line Interventions),4,1,0
PT Treatment,CPM adjusted Right ROM,4,1,0
Intensive Cardiac Rehab Initial Assessment,Fall Reduction Education,4,1,0
Express Testing,Lumen #2 Line Interventions ,4,1,0
OB Triage,Blood,4,1,0
Screening,Transcutaneous Bilirubin reading (TcB),4,1,0
Intensive Cardiac Rehab Follow Up / Discharge,Blood pressure goals - Other,4,1,0
Infusion Flowsheet,Port in Place on Admission,4,1,0
Intake/Output - OLD,Pheresis Blood Products for Fluid Balance,4,1,0
Intake/Output - OLD,SQ Change Due,4,1,0
Intake/Output - OLD,Retired-Dual Lumen Port 1 Line Status,4,1,0
Intake/Output - OLD,Repair exp date,4,1,0
Antepartum,Vital Signs,4,1,0
Ticket to Ride,Time vitals were taken,4,1,0
FIM (Decision Tree),Does the patient require a helper to handle all bladder management tasks and is dependent to manage timed void program?,4,1,0
Ticket to Ride,SpO2,4,1,0
Infant/NICU Assessment,Symptoms,4,1,0
Infant/NICU Assessment,Total Glamorgan Score,4,1,0
Intake/Output - OLD,Placement date,4,1,0
ADIME,Other excessive oral intake,4,1,0
Pre-Procedure / Pre-Sedation Assessment,LUE Motor Response,4,1,0
Intake/Output - OLD,Site Code,4,1,0
Questionnaires (Frequently Used),     Hyperactivity / Impulsivity,4,1,0
Intake/Output - OLD,PNS Catheter location ,4,1,0
Questionnaires (Frequently Used),     Inattention,4,1,0
Education/Daycare,School/Daycare City,4,1,0
Infant/NICU Assessment,Weight,4,1,0
Questionnaires (Frequently Used),     Oppositional Defiant Disorder,4,1,0
Infusion Flowsheet,Implantable Port Location,4,1,0
Infusion Flowsheet,Implantable Port Type,4,1,0
RIS Lines/Drains/Airways,Initial Extremity Circumference (cm),4,1,0
Arrival Documentation,Lumen # 1,4,1,0
Infusion Flowsheet,Orientation,4,1,0
Intake/Output - OLD,Service package,4,1,0
Questionnaires (Frequently Used),     Defiance / Aggression,4,1,0
Infant/NICU Assessment,Perfusion,4,1,0
Questionnaires (Frequently Used),     ADHD – Predominantly Inattentive Type,4,1,0
Infant/NICU Assessment,Pupil Assessment ,4,1,0
Code Vital Signs,ETCO2 (mmHg) Vent,4,1,0
FIM (Decision Tree),Does the patient require equipment to manage bowel?,4,1,0
Quantitative Blood Loss Calculator - Cesarean,Under Buttock Drape Dry Weight (g),4,1,0
Intensive Cardiac Rehab Follow Up / Discharge,# Cigarettes Smoked/Day,4,1,0
Integumentary,Protective Foam Dressing Location,4,1,0
Quantitative Blood Loss Calculator - Cesarean,Under Buttock Drape Used (qty),4,1,0
Infant/NICU Assessment,Pyrexia,4,1,0
Antepartum,Tube Size (Fr.),4,1,0
Postpartum,Breathing Patterns,4,1,0
Questionnaires (Frequently Used),     ADHD – Predominantly Hyperactive - Impulsive Type,4,1,0
Antepartum,Type of Pump Device,4,1,0
Modified Barium Swallow,Liquid Diet Level,4,1,0
FIM (Decision Tree),"Does the patient require assistance with brace, orthotic, or prosthetic ONLY?",4,1,0
Infant/NICU Assessment,Rash Location,4,1,0
PT Treatment,Pain Location 4,4,1,0
Ticket to Ride,Vital Signs,4,1,0
Infant/NICU Assessment,Safety,4,1,0
PT Treatment,Pain Orientation 4,4,1,0
Infant/NICU Assessment,Skin Turgor,4,1,0
TPE,Pre-Treatment Weight,4,1,0
Questionnaires (Frequently Used),     Conduct Disorder,4,1,0
NB Procedure,Assessment,4,1,0
PT Treatment,Pain Type 4,4,1,0
Pulmonary Rehab 60 Day Assessment,Quitting Aids,4,1,0
SLCH Infusion FlowSheet,Accessed by - Port 2,4,1,0
Pulmonary Rehab 60 Day Assessment,Pulmonary class:,4,1,0
Behavioral Health Shift Assessment,Urethral Discharge Description,4,1,0
Recommendations,Other equipment recommendations,4,1,0
Peds Screenings,Does patient wish to return to care facility?,4,1,0
Recommendations,Keyguards,4,1,0
Stroke Assessment Documentation,Finger Extension (C8),4,1,0
Stroke Assessment Documentation,"Hip Flexion (L1, L3)",4,1,0
Epilepsy Resume,Surgery Type (#01),4,1,0
Stroke Assessment Documentation,"If you checked off any problems, how difficult have these problems made it for you to do your work, take care of things at home, or get along with other people?",4,1,0
OB Recovery,Does the patient have uterine inversion?,4,1,0
Recommendations,Additional recommendations,4,1,0
Recognition,Staff:,4,1,0
Custom Formula Data,Right Rectus Femoris Total Unit,4,1,0
Stroke Assessment Documentation,"Knee Extension (L3, L4)",4,1,0
Recognition,Family:,4,1,0
OB Recovery,Duration,4,1,0
Diabetes Education Assessment/Recommendations,Pump Agreement Signed and In Chart,4,1,0
Diabetes Education Assessment/Recommendations,Placement Time,4,1,0
Ventilator Documentation,Best NIF Below -20cmH20,4,1,0
Diabetes Education Assessment/Recommendations,Inserted by,4,1,0
Assessment,Line Placed through Introducer/Sheath,4,1,0
Diabetes Education Assessment/Recommendations,Dressing Status(Retired USE Dressing Status above),4,1,0
Custom Formula Data,Right Semimembranosus Site D Vol,4,1,0
Assessment,Laryngoscope,4,1,0
Lines Drain Airways and Wounds,Exposed,4,1,0
Lines Drain Airways and Wounds,Irrigant,4,1,0
Stroke Assessment Documentation,"Elbow Flexion (C5, C6)",4,1,0
SPAR Subsequent Outreach Assessment,Details:,4,1,0
Stroke Assessment Documentation,"Elbow Extension (C6, C7)",4,1,0
Peds Vital Signs,Breathing,4,1,0
Peds Vital Signs,Body Language,4,1,0
Custom Formula Data,Right Lumbricales I Site A Vol,4,1,0
MVT UHDRS - Unified Huntington's Disease Rating Scale,Use the toilet/commode without help?,4,1,0
Peds Screenings,Vision - Corrective Lenses,4,1,0
PAT Assessment,Nose,4,1,0
OB Recovery,Canister Changed,4,1,0
Activities Assessment,Orientation,4,1,0
Antepartum,Respiratory Additional Assessments,4,1,0
Stroke Assessment Documentation,Arm ABduction (C5),4,1,0
Antepartum,Respiratory Function,4,1,0
ICU Procedure and Post Procedure Recovery,Pain Score 2,4,1,0
Procedures,Placement of pH Probe cm:,4,1,0
Conscious Sedation,Gaze,4,1,0
AN Mini-Flowsheet Data,Remaining Volume (mL),4,1,0
Conscious Sedation,Etomidate (AMIDATE),4,1,0
ACO Post-Acute Care Assessment,Name of HHC:,4,1,0
PAT Assessment,Palpation,4,1,0
Cricopharyngeal Phase,Nectar Cup,4,1,0
Peds Screenings,Medication Assistance,4,1,0
Cricopharyngeal Phase,Soft,4,1,0
PAT Assessment,Present on Transfer to Nursing Division,4,1,0
Procedures,Top of LES (Lower Esophageal Sphincter) Identified Manometrically at cm:,4,1,0
Assessment,LLE reflex,4,1,0
Peds SW/CM Assessment,Pt/Family agrees with Anticipated Level of Care,4,1,0
MVT UHDRS - Unified Huntington's Disease Rating Scale,Volunteer or non-gainful work?,4,1,0
PAT Assessment,Speaking Valve,4,1,0
ICU Vitals & Intake/Output,Distance Ambulated (ft),4,1,0
PCQ Acute Covid History,How many times have you had Covid?,4,1,0
Neuro - Lower,Proprioception,4,1,0
VNS Settings,Battery Icon ,4,1,0
Lines Drain Airways and Wounds,Cooling/Warming Therapy,4,1,0
VNS Settings,Autoprogramming Start/End ,4,1,0
Custom Formula Data,Left Levator Labii Superioris Total Unit,4,1,0
ICU Vitals & Intake/Output,GEBT Tube Type,4,1,0
Custom Formula Data,Left Levator Labii Superioris Site A Vol,4,1,0
Peds BH Shift Assessment,Skin Care,4,1,0
Peds BH Shift Assessment,Role of Person Notified,4,1,0
Custom Formula Data,Right Vastus Lateralis Total Unit,4,1,0
Neuro - Lower,Kinesthesia,4,1,0
Lines Drain Airways and Wounds,CBI Output (mL),4,1,0
Assessment,Catheter Length (cm),4,1,0
Peds BH Shift Assessment,Response,4,1,0
Psychosocial,Frustration tolerance,4,1,0
Peds BH Shift Assessment,Reason for Communication,4,1,0
Lines Drain Airways and Wounds,Bowel Incontinence,4,1,0
Stroke Assessment Documentation,"Shrugs (C3,C4)",4,1,0
Neo/Peds Ventilator Doc,Reason For Removal,4,1,0
Lines Drain Airways and Wounds,Arterial Line MAP (mmHg),4,1,0
Lines Drain Airways and Wounds,Arterial Line BP,4,1,0
Readiness Skills,Academic readiness (reading/writing/mathematics - supports needed),4,1,0
Readiness Skills,Communication skills (oral/written/technology use),4,1,0
Assessment,Date Pain First Started 4,4,1,0
ADLs,Buckles,4,1,0
MVT UHDRS - Unified Huntington's Disease Rating Scale,Walk places in his/her neighborhood without help?,4,1,0
Assessment,Is BMI greater than 35 kg/m2?,4,1,0
MVT UHDRS - Unified Huntington's Disease Rating Scale,Walk without falling?,4,1,0
MVT UHDRS - Unified Huntington's Disease Rating Scale,Walk without help?,4,1,0
Cardiac Rehab Over 120 Day Assessment,Date Random Blood Glucose,4,1,0
Assessment,Have you ever been diagnosed with sleep apnea?,4,1,0
Assessment,Hand Hygiene Performed,4,1,0
Assessment,Gender - Male,4,1,0
Custom Formula Data,Right Tibialis Anterior Site A Vol,4,1,0
Neuro - Upper,Manual Muscle Test,4,1,0
PAT Assessment,Vaginal Discharge Description,4,1,0
Readiness Skills,Physical skills (navigate environment/manipulate materials/PE skills),4,1,0
OB Triage,Needle Length ,4,1,0
Peds Daily Cares/Safety,Scrotal support,4,1,0
ICU Vitals & Intake/Output,Ambulation Response,4,1,0
Lines Drain Airways and Wounds,Drain Location,4,1,0
Exercise,Sedentary lifestyle?,4,1,0
Assessment,Do you snore loudly?,4,1,0
ICU Vitals & Intake/Output,CVC Line Length (cm),4,1,0
Complex Assessment,Collection Container,4,1,0
Readiness Skills,Prerequisite behavioral skills (in-seat/listening/following directions),4,1,0
Custom Formula Data,Left Lumbricales IV Total Unit,4,1,0
Neurological Tests,C7: Triceps,4,1,0
Custom Formula Data,Right Levator Labi Superioris Alaeque Nasi Total Unit,4,1,0
VITALS/NPO STATUS,Pain Descriptors,4,1,0
Hospice Pain,Breathing,4,1,0
Hospice Pain,Facial Expression,4,1,0
Epilepsy Resume,Gene mutation,4,1,0
Wounds/Tissue,Tissue type,4,1,0
Lines/Drains/Airways, Line Secured By,4,1,0
Hospice Pain,Negative Vocalization,4,1,0
Lines Drain Airways and Wounds,Warranty Comment,4,1,0
Lines Drain Airways and Wounds,Volume of Infusion (mL),4,1,0
Epilepsy Resume,Gene panel info,4,1,0
Hospice Pain,PAINAD Score,4,1,0
Peds Vitals & Intake/Output,Blood,4,1,0
Lines Drain Airways and Wounds,Urine Color,4,1,0
Cardiac Rehab Over 120 Day Assessment,Random Blood Glucose,4,1,0
Custom Formula Data,Right Deltoid Spot aa Vol,4,1,0
Custom Formula Data,Right Deltoid Spot ab Vol,4,1,0
Procedure Timeout,Access Status(Retired use Access Status in assessment),4,1,0
Custom Formula Data,Right Depressor Anguli Oris Site A Vol,4,1,0
Procedure Timeout,Art Line Interventions(Retired use Line interventions above),4,1,0
Custom Formula Data,Right Epicranius - Occipitofrontalis Venter Frontalis Total Unit,4,1,0
Procedure Timeout,Art Line Waveform,4,1,0
Procedure Timeout,Color/Movement/Sensation,4,1,0
Procedure Timeout,Dressing Status,4,1,0
Procedure Timeout,Dressing Type,4,1,0
Procedure Timeout,Hand Hygiene Performed,4,1,0
Hospice Pain,Consolability,4,1,0
MVT UHDRS - Unified Huntington's Disease Rating Scale,Prepare his/her own meals without help?,4,1,0
Custom Formula Data,Right Levator Labi Superioris Alaeque Nasi Site A Vol,4,1,0
Hospice Pain,Body Language,4,1,0
OB Physical Assessment,Sitter Communication Tool Completed/Revised,4,1,0
Neurovascular Access Assessment,Initial External Length Catheter (cm),4,1,0
Peds/PICU Assessment,Burn Odor,4,1,0
Hospice Assessment,Pain Score 3,4,1,0
Neurovascular Access Assessment,IV in Place on Admission,4,1,0
MVT UHDRS - Unified Huntington's Disease Rating Scale,Manage his/her monthly finances without help?,4,1,0
Clinic Sedation,LLE Motor Response,4,1,0
Neurovascular Access Assessment,Helmet,4,1,0
Clinic Sedation,LLE Sensation,4,1,0
MVT UHDRS - Unified Huntington's Disease Rating Scale,Occupation Capacity,4,1,0
Hospice Assessment,Style,4,1,0
Lines/Drains/Airways,Catheter Size - Port 1 (Retired use cath size above),4,1,0
Custom Formula Data,Right Adductor Magnus Total Unit,4,1,0
Lines/Drains/Airways,Burn Type,4,1,0
Custom Formula Data,Right Biceps Brachii Site C Vol,4,1,0
MVT UHDRS - Unified Huntington's Disease Rating Scale,Operate a car safely and independently?,4,1,0
Spiritual Care Interventions,Concern about goals/intent of health care provider,4,1,0
Peds Vitals & Intake/Output,Response to Interventions 2,4,1,0
PACU,Suction Tolerance,4,1,0
PACU,Suctioning Adverse Effects,4,1,0
Behavioral Health Shift Assessment,Result,4,1,0
OB Triage,Pain Frequency 4,4,1,0
Recovery,Wound Type,4,1,0
Procedure Timeout,Line Status (Retired use Line status above),4,1,0
Custom Formula Data,Right Extensor Carpi Radialis Brevis  Total Unit,4,1,0
PAT Assessment,Burn Description (Comments),4,1,0
PAT Assessment,Burn Drainage,4,1,0
IADLs,Independent (apartment search/application/insurance needs/shared living),4,1,0
Lines Drain Airways and Wounds,Procedure Explained,4,1,0
IADLs,Meal planning/shopping,4,1,0
Lines Drain Airways and Wounds,Pressure Applied (min),4,1,0
Strength,Abductor digiti minimi,4,1,0
Antepartum,Consciousness,4,1,0
Clinic Sedation,RLE Motor Response,4,1,0
Strength,Abductor pollicis brevis,4,1,0
MVT UHDRS - Unified Huntington's Disease Rating Scale,Take his/her own medications without help?,4,1,0
Peds Vital Signs,LUE MAP,4,1,0
MVT UHDRS - Unified Huntington's Disease Rating Scale,Transfer between chairs without help?,4,1,0
MVT UHDRS - Unified Huntington's Disease Rating Scale,Use public transportation without help?,4,1,0
MVT UHDRS - Unified Huntington's Disease Rating Scale,Use the telephone without help?,4,1,0
Diabetes Education Record,Notes,4,1,0
Clinic Sedation,RLE Sensation,4,1,0
Wound Care,Wound/Ostomy Nurse ONLY: Reviewed Date,4,1,0
Lines Drain Airways and Wounds,Pin Site Care 4,4,1,0
Peds Vital Signs,Downtime Finished,4,1,0
Lines Drain Airways and Wounds,Pin Site Care 3,4,1,0
Lines Drain Airways and Wounds,Pin Site Care 2,4,1,0
Peds Vital Signs,Downtime Begin,4,1,0
Peds Vital Signs,Consolability,4,1,0
Postpartum,Heparin Flush (mL),4,1,0
Peds Vital Signs,Negative Vocalization,4,1,0
SLP Evaluation,Reading,4,1,0
Neurological/HEENT,Neuro Additional Assessments,4,1,0
Procedure Timeout,Size,4,1,0
Custom Formula Data,Right Extensor Carpi Radialis Longus  Site A Vol,4,1,0
Custom Formula Data,Right Extensor Carpi Ulnaris  Total Unit,4,1,0
Hospice Pain,Response to Interventions,4,1,0
Procedure Timeout,Orientation,4,1,0
Procedure Timeout,Securement Method,4,1,0
Procedure Timeout,Site Assessment,4,1,0
Peds Vital Signs,RUE MAP,4,1,0
MVT UHDRS - Unified Huntington's Disease Rating Scale,Supervise children without help?,4,1,0
Procedure Timeout,Site Prep Agent has Completely Dried Before Insertion,4,1,0
Custom Formula Data,Right Extensor Pollicis Longus  Total Unit,4,1,0
Antepartum,Cool Cloth,4,1,0
Neurological/HEENT,Nose,4,1,0
Peds Vital Signs,Pain Type 6,4,1,0
Peds Vital Signs,Pain Radiating Towards 3,4,1,0
Peds Vital Signs,Pain Location 6,4,1,0
Postpartum,Implantable Port Type,4,1,0
Hyperbaric Treatment,Time reached surface,4,1,0
Peds Vital Signs,Pain Intervention(s) 6,4,1,0
Peds Vital Signs,Pain Frequency 4,4,1,0
Custom Formula Data,Right Flexor Digitorum Superficilis Total Unit,4,1,0
Peds Vital Signs,PAINAD Score,4,1,0
I/O,Dosing Weight (Drug Calculation),4,1,0
Custom Formula Data,Skin to Skin Duration (min),4,1,0
Custom Formula Data,Right Tibialis Posterior Site B Vol,4,1,0
IP/OP Chemo/Bio Flowsheet,Line Status - Port 1 (Retired use Lumen #1 Status),4,1,0
Labor,Sputum How Obtained,4,1,0
Expiration charting,Pronounced by,4,1,0
ICU Vitals & Intake/Output,Volume Infused (mL),4,1,0
Expiration charting,Time of death,4,1,0
Activities Assessment,General Behavior ,4,1,0
Attention / Executive Functioning,     % Conceptual Level Responses,4,1,0
Labor,Staging,4,1,0
Pediatric Photopheresis,Line Necessity Reason Reviewed With Care Team,4,1,0
Attention / Executive Functioning,     % Errors,4,1,0
Exposure History,Center based care,4,1,0
IP/OP Chemo/Bio Flowsheet,Drainage Appearance,4,1,0
Attention / Executive Functioning,     % Nonperseverative Errors,4,1,0
ACO Remote Monitoring Assessment,How did you resolve this low reading?,4,1,0
Pediatric Photopheresis,Who was in the room when abuse screen was answered?,4,1,0
Labor,Orders,4,1,0
Wound Care,# of Foam Pieces Placed,4,1,0
Language,Handwriting,4,1,0
APACHE IV,MAP (Monitor),4,1,0
Pediatric Photopheresis,Observer Present,4,1,0
Biopsy Documentation,Notes/Comments,4,1,0
Labor,Negative Pressure Wound Therapy Used,4,1,0
ADIME,Altered GI function,4,1,0
IP/OP Chemo/Bio Flowsheet,Glucose,4,1,0
Labor,Nose Interventions,4,1,0
Labor,Site Rotation Due (Every 72 Hrs),4,1,0
Labor,Size (Fr),4,1,0
PEWS,O2 Del Srce #2,4,1,0
Neo/Peds NPPV/NIV,Nursing contacted?,4,1,0
Labor,Number,4,1,0
VAD Device Readings,ACT Result,4,1,0
VAD Device Readings,ACT QC Valid,4,1,0
Labor,Number of Adhesive Closure Strips,4,1,0
PHASE II,R Femoral Pulse,4,1,0
ICU Vitals & Intake/Output,Sutures Removed Intact C,4,1,0
Post-Electroconvulsive Therapy,O2 Del Method 2 (ID),4,1,0
Pediatric Photopheresis,Who answered abuse screen question?,4,1,0
Current Health,Are you or could you be pregnant?,4,1,0
PHASE II,Removal Date,4,1,0
Pulm Rehab Aerosol Treatment & Sputum Induction,Right Lateral Lobe,4,1,0
Custom Formula Data,kcal/kg/day,4,1,0
DISCHARGE BABY CAR SEAT AVAILABLE,Is there a car seat available for discharge?,4,1,0
PHASE II,L Femoral Pulse,4,1,0
Antepartum,Site Prep Agent has Completely Dried Before Insertion,4,1,0
Custom Formula Data,Left Flexor Pollicis Brevis Total Unit,4,1,0
Labor,Volume Voided (mL),4,1,0
APACHE IV,Cardiovascular Post-Operative,4,1,0
OB Recovery,Is the patient actively bleeding?,4,1,0
NYHA/INTERMACS,External Length mark (cm),4,1,0
ADIME,"Impaired ability to prepare foods/meals and lack of food planning, purchasing and preparation skills",4,1,0
OB Triage,Montevideo Units,4,1,0
ACO Remote Monitoring Assessment,When is the SOB present?,4,1,0
Pediatric Photopheresis,Procedure #,4,1,0
Custom Formula Data, Time Calculation 2 (min),4,1,0
IP/OP Chemo/Bio Flowsheet,Protein,4,1,0
IP/OP Chemo/Bio Flowsheet,Right side,4,1,0
IP/OP Chemo/Bio Flowsheet,Collection Container,4,1,0
PD Clinic,Removal Time,4,1,0
Pulm Rehab Aerosol Treatment & Sputum Induction,Right Mid Anterior Lobe,4,1,0
ICU Vitals & Intake/Output,Length of Time in Chair (min),4,1,0
Pediatric Photopheresis,Pain Assessment,4,1,0
Pre-Electroconvulsive Therapy,Arterial Line BP,4,1,0
Pulm Rehab Aerosol Treatment & Sputum Induction,Left Upper Anterior Lobe,4,1,0
Labor,Pain Location 4,4,1,0
OB Recovery,Intentionally Retained Surgical Items Comments,4,1,0
Pulm Rehab Aerosol Treatment & Sputum Induction,Other consistency,4,1,0
Current Health,Patient Pregnant,4,1,0
PD Clinic,Removal Reason ,4,1,0
Device,Other device(s) ruled out due to ,4,1,0
Lactation,Pump Review/Education,4,1,0
ACO Remote Monitoring Assessment,What diabetic medications are you taking now?  Please describe your routine,4,1,0
Pediatric Photopheresis,Target Replacement Goal Reached,4,1,0
Pediatric Photopheresis,Patient ID Verified,4,1,0
PD Clinic,Removal Date,4,1,0
Language,Resonance,4,1,0
IP/OP Chemo/Bio Flowsheet,Intake Tube #1 (mL),4,1,0
PHASE II,Removal Time,4,1,0
IP/OP Chemo/Bio Flowsheet,Ketones,4,1,0
Labor,Must click Yes to Calculate ABRAT Score (PHASE 1 SITES ONLY),4,1,0
Psychosocial,Self-regulation/State control,4,1,0
Pediatric Meal Observation,Meal/Snack,4,1,0
Cath Assessments,Suction Catheter Insertion Depth (cm),4,1,0
Pediatric Photopheresis,Chair Wheels Locked,4,1,0
Pulmonary Rehab 30 Day Assessment,Reassessment WC,4,1,0
Peds BH Shift Assessment,Method of Communication,4,1,0
Activities Assessment,Learning Capacity,4,1,0
Labor,Retraction Location/Severity,4,1,0
PHASE II,Discharge Amount,4,1,0
Custom Formula Data,Left Latissimus Dorsi Site A Vol,4,1,0
IP/OP Chemo/Bio Flowsheet,Leukocytes,4,1,0
Assessment,Back/Neck Pain Location,4,1,0
Peds BH Shift Assessment,Hours of Sleep 6a-6p,4,1,0
Activities Assessment,Marital Status,4,1,0
Psychosocial,Self-confidence,4,1,0
Pediatric Intake/Output - OLD,Sutures Removed Intact B,4,1,0
PHASE II,Cooling Blanket Use,4,1,0
Peds BH Shift Assessment,Notification Time,4,1,0
Assessment,Blade Size,4,1,0
Labor,Right eye drainage color,4,1,0
PHASE II,Collar,4,1,0
IP/OP Chemo/Bio Flowsheet,Line Necessity Reviewed (Retired use Line Necessity Reason Reviewed With Care Team),4,1,0
Post-Electroconvulsive Therapy,Pain Intervention(s) 2,4,1,0
Leisure Assessment,Other Activities/Interests,4,1,0
Stroke Assessment Documentation,"Wrist Extension (C6, C7)",4,1,0
Learner Needs Assessment,Site Prep,4,1,0
Daily Cares,All Low Fall Interventions EXCEPT:,4,1,0
IP/OP Chemo/Bio Flowsheet,Weight,4,1,0
Custom Formula Data,TOTAL TIME (mintues),4,1,0
Peds BH Shift Assessment,Name of Person Notified,4,1,0
Wound Care,# of Non-Adherent Pieces Placed,4,1,0
Peds BH Shift Assessment,Motor Function/Sensation Assessment,4,1,0
Antepartum,Catheter Balloon Size,4,1,0
Call Complete,Reasons unavailable,4,1,0
Pediatric Photopheresis,Do you have someplace safe to go at discharge?,4,1,0
VA Additional Procedures,Needle Length - Port 1 (Retired use Needle length above),4,1,0
VA Additional Procedures,Notification,4,1,0
Stroke screening,Sudden onset (within last 6 hours)?,4,1,0
Pediatric Photopheresis,Have you ever been in or are you currently in a harmful physical or emotional relationship or is someone making you feel afraid or unsafe?,4,1,0
Last oral intake,Date of Last Solid,4,1,0
NRS Hemophilia,Current Treatment Regimen,4,1,0
Last oral intake,Date of Last Liquid,4,1,0
PHASE II,SpO2: Pre-Ductal (Right Hand),4,1,0
Pediatric Photopheresis,ID Band Applied,4,1,0
IP/OP Chemo/Bio Flowsheet,Nitrates,4,1,0
OB Recovery,Initial Presentation,4,1,0
Assessment,"All 5 Sterile Barriers or Appropriate Barriers Used (Gloves, Gown, Cap, Mask, Large Sterile Drape)",4,1,0
Language,Speech rate,4,1,0
PHASE II,SpO2: Post-Ductal (Left Hand/Either Foot),4,1,0
IP/OP Chemo/Bio Flowsheet,SpO2: Pre-Ductal (Right Hand),4,1,0
Assessment,Age older than 50 years old?,4,1,0
Complex Assessment,Catheter Status,4,1,0
Last oral intake,Time of Last Liquid,4,1,0
Posture,Comments,4,1,0
Pediatrics,Modifications to current seating system:,4,1,0
Pediatrics,Molded seat:,4,1,0
Postpartum,State of Arousal,4,1,0
Activities Assessment,Memory Judgement ,4,1,0
Complex Assessment,CPT Delivery Device (ID),4,1,0
Last oral intake,Time of Last Solid,4,1,0
Custom Formula Data,Total kcal/day,4,1,0
Pediatrics,Hip guides:,4,1,0
PCT Peds Daily Care,Hygiene Level of Assistance,4,1,0
VA Additional Procedures,Needle Change Due Date - Port 2,4,1,0
Current Therapy,Solution,3,1,0
MVT UHDRS - Unified Huntington's Disease Rating Scale,Suicidal Thoughts Severity,3,1,0
SW Assessment,Plans to Harm Another Details ,3,1,0
CONTRAST QUESTIONNAIRE,(Retired) Single Lumen Port Line Status,3,1,0
MVT Infinity Programming Left Side,Left Lead 3A Benefit (mA),3,1,0
MVT Infinity Programming Left Side,Left % Used in Program #4,3,1,0
Custom Formula Data,Left Erector Spinae Muscles Total Unit,3,1,0
NB Intake/Output,Tube Size (Fr.),3,1,0
MVT UHDRS - Unified Huntington's Disease Rating Scale,Symbol Digit Modalities Test (raw score),3,1,0
Safety Stop Assessment,Number of sleep products sold,3,1,0
MVT Infinity Programming Left Side,Left Lead 2A Benefit (mA),3,1,0
MVT UHDRS - Unified Huntington's Disease Rating Scale,Stroop Interference Test - Word Reading (number correct),3,1,0
Safety Stop Assessment,Sleep Safety Products Sold,3,1,0
MVT UHDRS - Unified Huntington's Disease Rating Scale,Suicidal Thoughts Frequency,3,1,0
Antepartum,Postictal,3,1,0
Custom Formula Data,Left Flexor Digitorum Longus Total Unit,3,1,0
MVT UHDRS - Unified Huntington's Disease Rating Scale,Irritable Behavior Severity,3,1,0
NRS Hemophilia,Does patient keep infusion log?,3,1,0
